date;plant-stand;precip;temp;hail;crop-hist;area-damaged;severity;seed-tmt;germination;plant-growth;leaves;leafspots-halo;leafspots-marg;leafspot-size;leaf-shread;leaf-malf;leaf-mild;stem;lodging;stem-cankers;canker-lesion;fruiting-bodies;external-decay;mycelium;int-discolor;sclerotia;fruit-pods;fruit-spots;seed;mold-growth;seed-discolor;seed-size;shriveling;roots;class
october;normal;gt-norm;norm;yes;same-lst-yr;low-areas;minor;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
may;lt-normal;gt-norm;norm;yes;same-lst-two-yrs;low-areas;pot-severe;other;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
october;lt-normal;lt-norm;norm;yes;same-lst-two-yrs;low-areas;severe;other;lt-80;norm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;dna;absent;absent;absent;brown;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-stem-rot
september;normal;gt-norm;gt-norm;yes;same-lst-yr;low-areas;minor;other;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
september;normal;lt-norm;gt-norm;no;same-lst-yr;whole-field;pot-severe;fungicide;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;no;absent;tan;absent;absent;absent;black;present;norm;dna;norm;absent;absent;norm;absent;norm;charcoal-rot
june;lt-normal;norm;norm;yes;same-lst-sev-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
september;normal;gt-norm;norm;yes;same-lst-two-yrs;whole-field;pot-severe;other;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;abnorm;yes;above-sec-nde;brown;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
september;lt-normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;minor;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
may;normal;gt-norm;lt-norm;yes;same-lst-yr;low-areas;minor;none;lt-80;norm;abnorm;absent;dna;dna;absent;absent;upper-surf;norm;no;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;powdery-mildew
june;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;low-areas;severe;none;lt-80;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-soil;dk-brown-blk;absent;absent;absent;none;absent;dna;dna;norm;absent;absent;norm;absent;norm;phytophthora-rot
june;lt-normal;norm;lt-norm;no;same-lst-sev-yrs;low-areas;severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;no;above-sec-nde;dk-brown-blk;absent;absent;absent;none;absent;diseased;dna;norm;absent;absent;norm;absent;galls-cysts;phytophthora-rot
september;normal;gt-norm;gt-norm;no;diff-lst-year;scattered;minor;other;lt-80;norm;norm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;brown;present;watery;absent;none;absent;diseased;brown-w/blk-specks;norm;absent;absent;norm;absent;norm;anthracnose
june;normal;gt-norm;lt-norm;yes;same-lst-sev-yrs;low-areas;pot-severe;none;lt-80;abnorm;abnorm;absent;dna;dna;absent;present;absent;abnorm;yes;absent;dna;absent;absent;absent;none;absent;dna;absent;norm;absent;absent;lt-norm;present;rotted;herbicide-injury
september;normal;gt-norm;norm;yes;diff-lst-year;low-areas;minor;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;no;above-soil;dna;absent;watery;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
august;normal;gt-norm;norm;yes;same-lst-yr;low-areas;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
august;normal;gt-norm;norm;yes;same-lst-sev-yrs;scattered;pot-severe;none;lt-80;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;tan;present;watery;absent;none;absent;norm;dna;norm;absent;absent;norm;absent;norm;diaporthe-stem-canker
june;normal;gt-norm;norm;yes;same-lst-yr;whole-field;pot-severe;other;90-100;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;few-present;absent;abnorm;absent;absent;lt-norm;absent;galls-cysts;cyst-nematode
september;normal;gt-norm;norm;yes;same-lst-sev-yrs;low-areas;minor;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;present;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
october;normal;gt-norm;norm;no;same-lst-sev-yrs;upper-areas;minor;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;absent;present;norm;absent;norm;alternarialeaf-spot
may;lt-normal;norm;gt-norm;yes;same-lst-two-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
september;normal;gt-norm;norm;no;same-lst-two-yrs;whole-field;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;no;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
june;normal;gt-norm;norm;yes;same-lst-two-yrs;whole-field;pot-severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
august;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;upper-areas;minor;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
august;normal;gt-norm;norm;yes;same-lst-sev-yrs;scattered;pot-severe;other;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
september;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;whole-field;pot-severe;none;90-100;norm;norm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;absent;dna;present;absent;absent;none;absent;diseased;brown-w/blk-specks;abnorm;present;present;lt-norm;present;norm;diaporthe-pod-&-stem-blight
october;lt-normal;norm;norm;no;same-lst-sev-yrs;upper-areas;pot-severe;none;lt-80;norm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;dna;absent;absent;absent;brown;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-stem-rot
may;lt-normal;norm;gt-norm;yes;same-lst-two-yrs;whole-field;minor;other;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;present;absent;norm;yes;above-soil;dna;absent;absent;absent;none;absent;dna;distort;norm;absent;absent;norm;absent;norm;phyllosticta-leaf-spot
july;normal;gt-norm;norm;yes;same-lst-sev-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;black;absent;few-present;distort;abnorm;absent;absent;lt-norm;present;galls-cysts;cyst-nematode
august;normal;gt-norm;lt-norm;yes;diff-lst-year;whole-field;minor;none;80-89;norm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;tan;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;purple-seed-stain
may;normal;gt-norm;norm;yes;same-lst-two-yrs;low-areas;pot-severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;diseased;dna;norm;absent;absent;norm;absent;rotted;brown-spot
june;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;scattered;pot-severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;lower-surf;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;present;absent;norm;absent;norm;downy-mildew
october;normal;lt-norm;norm;yes;same-lst-sev-yrs;upper-areas;pot-severe;none;lt-80;norm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;dna;absent;absent;absent;brown;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-stem-rot
june;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
october;normal;lt-norm;gt-norm;yes;same-lst-two-yrs;whole-field;pot-severe;fungicide;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;tan;absent;absent;absent;black;present;norm;dna;norm;absent;absent;norm;absent;norm;charcoal-rot
june;lt-normal;gt-norm;norm;yes;same-lst-two-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;watery;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
october;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;upper-areas;minor;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
april;lt-normal;norm;norm;yes;diff-lst-year;upper-areas;pot-severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;dna;distort;norm;absent;absent;norm;absent;norm;phyllosticta-leaf-spot
september;normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;whole-field;minor;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
june;normal;gt-norm;gt-norm;yes;same-lst-yr;whole-field;pot-severe;other;lt-80;norm;abnorm;yellow-halos;w-s-marg;lt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;diseased;distort;norm;absent;absent;norm;absent;rotted;bacterial-blight
october;normal;gt-norm;norm;yes;same-lst-yr;low-areas;pot-severe;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;present;norm;absent;norm;frog-eye-leaf-spot
august;normal;lt-norm;gt-norm;yes;same-lst-yr;upper-areas;pot-severe;none;lt-80;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;tan;absent;absent;absent;black;present;norm;dna;norm;absent;absent;norm;absent;norm;charcoal-rot
may;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;scattered;minor;fungicide;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;brown-w/blk-specks;norm;absent;absent;norm;absent;norm;brown-spot
may;normal;gt-norm;gt-norm;yes;diff-lst-year;scattered;minor;none;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-soil;brown;present;watery;absent;none;absent;norm;absent;abnorm;present;absent;lt-norm;present;rotted;anthracnose
august;lt-normal;gt-norm;gt-norm;yes;diff-lst-year;low-areas;minor;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;dna;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
july;normal;gt-norm;gt-norm;yes;same-lst-yr;scattered;pot-severe;other;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
august;normal;gt-norm;lt-norm;yes;same-lst-sev-yrs;whole-field;minor;other;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;lt-1/8;absent;absent;absent;norm;yes;absent;tan;absent;absent;absent;none;absent;diseased;colored;abnorm;absent;present;norm;absent;norm;purple-seed-stain
october;lt-normal;gt-norm;norm;no;same-lst-sev-yrs;low-areas;minor;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;absent;present;norm;absent;norm;alternarialeaf-spot
july;normal;lt-norm;lt-norm;yes;same-lst-sev-yrs;scattered;severe;none;lt-80;abnorm;norm;absent;dna;dna;absent;absent;absent;abnorm;no;absent;tan;absent;absent;absent;brown;absent;norm;dna;norm;absent;absent;norm;absent;norm;brown-stem-rot
july;normal;gt-norm;norm;yes;same-lst-sev-yrs;upper-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;watery;absent;none;absent;few-present;absent;abnorm;absent;absent;lt-norm;absent;galls-cysts;cyst-nematode
june;normal;norm;norm;yes;same-lst-sev-yrs;low-areas;pot-severe;other;80-89;norm;abnorm;yellow-halos;w-s-marg;lt-1/8;present;absent;absent;abnorm;yes;below-soil;brown;absent;firm-and-dry;present;none;absent;few-present;dna;norm;absent;absent;norm;absent;galls-cysts;bacterial-blight
october;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;upper-areas;minor;other;80-89;norm;abnorm;no-yellow-halos;w-s-marg;dna;absent;absent;absent;abnorm;yes;below-soil;tan;absent;firm-and-dry;absent;none;absent;few-present;distort;abnorm;absent;present;norm;absent;rotted;purple-seed-stain
august;normal;gt-norm;norm;no;same-lst-sev-yrs;whole-field;pot-severe;none;80-89;norm;norm;absent;dna;dna;absent;absent;absent;abnorm;no;absent;tan;absent;absent;absent;none;absent;norm;absent;abnorm;absent;present;norm;absent;norm;purple-seed-stain
may;normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;abnorm;yes;absent;brown;present;watery;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
july;lt-normal;gt-norm;norm;no;same-lst-two-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;dna;absent;absent;absent;abnorm;no;above-sec-nde;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
october;lt-normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;low-areas;minor;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
july;normal;gt-norm;gt-norm;yes;diff-lst-year;whole-field;minor;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
september;normal;gt-norm;gt-norm;yes;same-lst-yr;scattered;pot-severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
may;normal;lt-norm;norm;yes;same-lst-two-yrs;upper-areas;pot-severe;none;lt-80;abnorm;abnorm;absent;dna;dna;present;absent;upper-surf;norm;no;above-sec-nde;brown;present;absent;absent;black;present;norm;brown-w/blk-specks;abnorm;absent;present;lt-norm;absent;norm;charcoal-rot
august;normal;gt-norm;norm;yes;same-lst-two-yrs;scattered;minor;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;few-present;colored;abnorm;absent;present;norm;absent;norm;alternarialeaf-spot
october;normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;upper-areas;minor;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
august;normal;norm;norm;no;diff-lst-year;scattered;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
september;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;whole-field;pot-severe;none;80-89;norm;norm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;absent;dna;present;absent;absent;none;absent;diseased;distort;norm;present;present;lt-norm;present;norm;diaporthe-pod-&-stem-blight
september;normal;gt-norm;gt-norm;yes;diff-lst-year;scattered;minor;none;80-89;norm;norm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;absent;dna;absent;absent;absent;none;absent;diseased;brown-w/blk-specks;norm;present;present;lt-norm;present;norm;diaporthe-pod-&-stem-blight
october;normal;gt-norm;norm;yes;same-lst-yr;low-areas;pot-severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;lt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;diseased;brown-w/blk-specks;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
may;normal;gt-norm;norm;yes;same-lst-two-yrs;whole-field;minor;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;brown;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
august;normal;norm;norm;no;same-lst-yr;whole-field;severe;fungicide;90-100;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;no;absent;tan;absent;absent;absent;black;present;norm;dna;norm;absent;absent;norm;absent;norm;charcoal-rot
october;normal;gt-norm;norm;yes;same-lst-two-yrs;low-areas;pot-severe;none;80-89;norm;abnorm;absent;dna;dna;absent;present;absent;abnorm;yes;absent;dna;absent;firm-and-dry;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;2-4-d-injury
july;normal;gt-norm;gt-norm;yes;same-lst-yr;low-areas;minor;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
april;lt-normal;gt-norm;norm;no;same-lst-sev-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
june;lt-normal;norm;gt-norm;yes;diff-lst-year;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
august;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;other;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
august;lt-normal;gt-norm;norm;no;same-lst-sev-yrs;whole-field;pot-severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
june;normal;gt-norm;norm;yes;same-lst-two-yrs;low-areas;pot-severe;other;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
